SECTOR,SHELF,REEF_NAME,REEF_ID,YEAR_CODE,REEF_YEAR_CODE_ID,LATITUDE,LONGITUDE,P_CODE,VISIT_NO,REPORT_YEAR,SAMPLE_DATE,SAMPLE_YEAR,SAMPLE_MONTH,TEMPERATURE,TEMPERATURE_YEAR_AVE,MEDIAN_LIVE_CORAL,MEDIAN_SOFT_CORAL,MEDIAN_DEAD_CORAL,MEAN_LIVE_CORAL,MEAN_SOFT_CORAL,MEAN_DEAD_CORAL,TOTAL_COTS,TOWS,MEAN_COTS_PER_TOW,TOTAL_TROUT,MEAN_TROUT_PER_TOW,SITE_NO,SITE_LATITUDE,SITE_LONGITUDE,SITE_SAMPLE_DATE,ALGAE_COVER,HARD_CORAL_COVER,SOFT_CORAL_COVER,OTHER_COVER
SW,O,PEART REEF,23082S,201491,23080S201718,-21.189874,151.592582,RAP,28,2017,27/11/2008,2010,11,29.5,26.4,37.594,2.38,2.44,40.123,5.372,2.07,2,47,0.002,32,0.760155306,1,-21.612459,151.651564,10/11/2006,28.43,15.43,0,4.51
WH,M,CORBETT REEF,21572S,200580,16015S202021,-11.025,150.593074,RM,14,1998,27/02/2010,2007,10,26,25.9,2.655,2.54,0,29.258,45,1.189,2,68,0,2,0,1,-20.020338,150.059894,21/01/2020,29.9,11.2,0.59,49.39
CA,O,LITTLE KELSO REEF,18091S,201655,16028S199697,-16.007616,145.493775,RM,27,2003,28/01/2000,1999,5,32.3,28.7,4.042,28.07,2.41,15.848,0.583,0.684,1,42,0,0,0,1,-16.344967,145.555961,10/05/2011,64.28,17.56,2.52,31.2
CA,M,WRECK ISLAND REEF,18039S,201345,22102S200910,-21.436963,143.25,RAP,23,2019,18/02/2018,2009,11,23.3,31,14.819,2.45,0,3.088,2.949,2.086,0,31,0,23,0.521968651,2,-16.106918,145.914846,23/08/2003,74.94,15.16,0.86,4.52
CB,O,CHINAMAN REEF(22102),16060S,201834,16015S202021,-20.265075,147.022733,RAP,25,2013,30/11/2010,2016,8,22.6,26.6,24.706,2.49,2.49,11.482,2.318,1.539,4,93,0.001,98,0.869021874,1,-23.533626,151.916481,11/11/2006,21.31,13.16,0.33,8.59
SW,O,NO NAME REEF,18077S,201839,18075S201415,-18.625459,144.330687,RAP,16,2020,16/04/1999,2009,1,28.2,27.4,25.586,2.37,2.53,3.834,2.71,0.857,2,46,0,32,0.842472441,1,-18.953879,147.513474,23/01/2021,56.22,1.76,0.94,1.7
WH,O,19138S,21302S,200647,18086S201112,-19.567951,149.348738,RM,2,2004,21/03/2007,1997,8,25.2,27.3,36.242,0,2.51,8.253,5.629,1.336,1,34,0,0,0.004808727,1,-19.858992,149.510791,13/01/2015,29.75,23.04,4.83,9.49
IN,M,OPAL (2),20309S,201284,15099C200405,-16.488031,152.438206,RM,16,2015,19/10/2012,2014,8,27.7,26.4,7.712,2.67,2.43,11.29,3.149,0.547,18,52,0,77,0.029543357,1,-21.799667,146.103273,6/03/2015,53.08,8.48,1.39,20.88
WH,O,HASTINGS REEF,22102S,199915,19131S199495,-19.642613,148.842196,RM,23,2002,13/01/1996,2001,4,28.8,26.3,25.053,23.3,0,28.128,0,1.543,3,29,0,0,0,2,-19.68628,149.946767,29/10/1992,27.73,37.78,0.47,12.22
WH,O,HYDE REEF,16054S,200313,19131S199495,-15.986504,150.264552,RM,4,2007,8/12/2013,1996,3,28.8,28.7,25.858,0.25,2.5,26.061,29.228,2.453,21,92,0,0,0.043902517,2,-13.131029,149.282363,27/02/1996,35.01,16.34,0.04,5.22
CA,O,POMPEY REEF (NO 2),14123S,202021,11016S201920,-15.385291,146.070341,RMRAP,27,2019,26/08/2014,2017,2,32.6,29.3,8.36,6.84,0,4.163,3.354,1.288,1,70,0,7,0.142106019,2,-16.471629,145.800176,8/03/2015,60.26,5.56,0.74,3.78
CB,I,CHICKEN REEF,16015S,201674,11016S201920,-18.332321,146.975781,RM,3,2017,28/11/2004,1995,4,30.7,29.3,8.278,2.55,0,3.981,3.19,1.768,2,57,0,0,0.122799843,1,-16.375578,146.707014,12/05/2008,71.29,26.5,5.6,3.77
CA,O,GREEN ISLAND REEF,23048S,199836,20014S199899,-19.389115,145.938333,RM,2,2014,8/12/2013,1996,10,30.1,26.9,25.455,7.21,2.46,22.098,0.286,2.337,3,28,0,1,0.007586657,1,-16.608255,150.152269,11/09/2016,59,12.14,1.03,19.63
TO,M,JENKINS REEF,21278S,200496,19138S199899,-16.06858,145.409049,RM,24,2011,29/01/2011,1996,4,29.3,28.7,25.506,7.85,2.44,4.843,8.447,1.705,0,27,0,1,0.015108145,1,-18.912187,150.318397,5/03/2019,54.49,8.55,1.23,9.12
IN,O,YONGE REEF,18031S,199832,16049S199293,-16.172211,145.597684,RM,7,1999,21/01/2010,1994,6,30.5,28.9,15.676,7.58,2.45,26.67,24.493,1.209,4,90,0,0,0.004585759,1,-19.737935,145.405412,17/06/1993,47.26,22.76,30.75,8.56
WH,O,LYNCHS REEF,14116S,199880,20014S200001,-15.848962,149.257636,RM,11,1997,1/07/2001,1992,2,28.9,26.3,25.021,0.28,2.46,9.911,0.208,1.114,0,30,0,1,0.008471725,1,-20.08814,149.797364,11/03/1999,28.75,32.2,0.8,28.26
PO,M,21245S,22084S,200511,23080S200910,-21.601465,152.262986,RAP,21,2006,29/11/2011,2004,1,27.7,26.1,65.787,2.38,2.47,55.577,7.937,0.962,2,51,0.017,50,0.687726875,3,-23.890883,151.986881,11/11/2006,22.94,16.99,0,3.66
SW,M,HELIX REEF,18081S,201885,14123S200102,-18.216209,152.329922,RAP,20,2019,24/03/2014,2016,8,30.2,25.3,7.885,2.54,2.44,28.648,2.38,1.669,2,47,0,7,0.727952101,3,-21.68816,147.252898,13/11/2006,69.37,12.7,2.61,7.28
WH,I,MACKAY REEF,23048S,201237,20353S201920,-15.855542,147.110477,RM,4,2003,2/12/2008,2020,2,28.4,28.6,8.427,2.38,0,10.747,3.862,0.77,3,24,0,2,0.019678083,3,-18.677047,146.084607,30/04/2000,60.8,14.23,0,14.73
PO,O,THETFORD REEF,21562S,200773,21556S200809,-20.427337,152.217406,RAP,19,2014,1/12/2004,2009,10,24.6,26.7,25.826,2.52,2.52,33.04,2.086,1.272,2,50,0,17,0.679237846,2,-22.347119,152.055495,11/11/2006,12.03,15.79,0.05,2.11
WH,M,20104S,20067A,201758,21591S201314,-19.443154,143.282718,RM,8,2015,28/04/2014,2014,1,28.4,26.4,35.269,2.53,1.26,18.443,2.998,1.594,1,30,0.005,0,0.037162279,1,-20.160672,149.427626,11/03/2000,46.28,30.52,0.43,13.51
SW,O,21139S,14138S,201868,16015S199798,-21.314187,145.728462,RMRAP,20,2018,2/02/1998,2011,9,31.1,29.1,15.643,2.61,2.49,16.919,8.124,0.776,3,66,0,38,0.582382688,1,-21.98399,145.83594,29/11/2008,41.55,38.02,0,2.86
CA,O,BROOMFIELD REEF,18039S,200669,14138S199899,-18.430714,147.392821,RAP,16,2006,8/11/1996,2012,2,26.3,29.5,35.156,2.51,0,4.729,2.502,3.569,2,86,0,6,0.029905741,1,-19.016528,145.68685,12/05/2008,71.54,17.07,7.12,6.19
TO,O,DAVIE REEF,21572S,202021,11016S201920,-20.471624,147.176039,RAP,28,2016,25/08/2012,2019,4,30.8,29.6,4.569,2.46,0,2.5,2.644,1.336,0,64,0,19,1.048603837,1,-21.570716,146.608563,13/01/2021,56.37,15.62,1.06,3.18
TO,M,RIB REEF,20019S,202021,23082S201920,-18.577424,143.25,RM,29,2021,29/04/1999,2019,5,30.1,29,4.005,2.49,0,5.004,2.707,1.399,0,105,0,11,0.026063656,3,-18.723395,146.919305,27/01/2019,75.98,14.59,3.78,6.57
WH,M,MICHAELMAS REEF,19159S,199671,19207S201213,-19.633199,148.854319,RM,3,1999,21/02/2004,2000,2,28.8,26.3,30.495,26.37,2.46,16.323,0.249,1.615,1,22,0,1,0.020925525,1,-19.947681,149.717001,2/05/2005,24.28,12.58,0.47,5.03
SW,M,20104S,14143S,201439,16060S200405,-21.690632,143.658307,RM,14,2009,5/12/2020,2010,2,29.9,26.8,25.479,2.43,2.48,25.074,5.844,1.869,0,94,0,0,1.738981002,3,-18.655157,149.188919,5/12/2007,64.57,55.45,9.89,1.94
PO,M,GREEN ISLAND REEF,17014S,202010,21278S201314,-15.821873,145.834185,RAP,24,2015,8/12/1998,2014,11,29.2,26.7,25.672,2.45,0.02,13.965,7.796,2.111,3,36,2.096,54,0.782505386,1,-15.189766,144.144719,4/02/1999,76.08,12.2,0.18,8.7
CA,O,MACGILLIVRAY REEF,18030S,199953,16049S199495,-15.9238,145.769427,RM,8,2020,21/10/2003,2019,10,30.2,29.1,3.833,7.25,0,7.652,23.091,0.858,3,89,0,2,0.004355186,2,-16.822871,143.25005,29/01/1998,64.69,7.93,0.9,14.38
CA,O,MACKAY REEF,16025S2,200888,16049S200203,-16.161895,145.31425,RM,21,2020,26/08/2014,2015,2,30.2,29.5,25.912,2.6,2.51,26.367,5.175,1.824,4,45,0.048,14,0.208599795,3,-16.60016,145.623655,4/01/2007,90.85,10.37,8.84,18.53
SW,M,21187S,21550S,201755,16015S202021,-20.941837,152.367955,RAP,18,2005,20/01/2017,2017,2,21.7,28.9,25.354,2.51,2.44,20.341,3.693,1.932,3,87,0,83,0.19782494,1,-17.438351,152.668567,23/08/2003,36.74,11.01,2.52,2.61
PO,O,ST CRISPIN REEF,21591S,201468,23080S200708,-22.936509,151.868225,RAP,18,2015,5/08/2001,2017,1,22,25.9,49.215,2.46,2.46,39.836,2.81,1.304,0,61,0,20,0.964129989,1,-21.928766,151.769106,11/11/2006,20.58,36.02,0.73,3.06
PO,M,19138S,22102S,201533,21591S200708,-14.355575,148.50636,RAP,26,2015,2/09/2013,1998,3,23.5,27,7.791,2.49,2.45,4.559,2.72,1.82,1,53,0.011,0,0.004367791,3,-19.797223,145.162886,7/01/2004,34.55,24.82,15.42,15.07
TO,M,EAST CAY REEF,18086S,202021,14138S199596,-18.357348,146.399198,RAP,19,2014,21/04/1998,2007,4,28.3,28.4,3.777,2.57,0,5.934,2.564,0.273,0,38,0,0,0.079549097,3,-18.567056,143.568207,30/04/2016,63.35,14.48,6.44,10.06
PO,M,MARTIN REEF(14123),23048S,201911,14139S200304,-18.307975,147.01067,RAP,26,2017,24/03/2014,2013,4,29.7,28.8,4.144,2.58,2.49,4.949,2.471,0.201,0,22,0,77,0.832641488,3,-18.871462,147.470964,4/02/2001,56.31,0.1,3.7,7.67
SW,O,EAST CAY REEF,22102S,201385,16019S200506,-23.429012,152.090241,RAP,25,2015,4/01/2020,2013,1,26.2,27.2,25.802,2.58,2.44,50.573,7.911,1.564,2,87,0,60,0.82883137,1,-23.412442,151.76171,9/09/2002,23.12,37.26,0.97,2.64
PO,O,ERSKINE REEF,15099C,201497,14137S201213,-23.227226,151.866175,RM,16,2008,26/11/2019,2015,9,28.7,25.6,6.817,2.65,2.43,18.055,4.316,1.34,4,62,1.979,1,0.676794992,1,-23.632137,151.722844,1/09/2020,21.48,13.49,4.42,5.49
CA,M,MACGILLIVRAY REEF,23051S,199818,18034S200001,-15.78041,145.683745,RM,8,2018,20/10/1998,1995,5,28.5,29.4,9.149,12.05,0,25.683,7.497,0.554,3,42,0,1,0.020671369,1,-18.98727,145.540208,30/04/2016,64.93,16.17,0.38,26.54
SW,O,SLATE REEF,16019S,201546,20348S201314,-19.578898,145.871203,RM,14,2000,27/10/2003,2016,11,27,26.8,25.551,2.56,2.5,9.593,10.238,0.145,4,26,0.073,1,0.009468712,2,-21.159296,152.137356,18/12/2020,20.8,12.02,2.31,8.06
CA,M,SMALL LAGOON REEF,16028S,201513,14114S199394,-11.025,145.175149,RMRAP,17,2016,19/10/2012,2010,12,31,30.2,25.717,2.58,2.43,18.122,6.056,1.767,2,125,0.015,12,0.389192382,1,-16.483353,143.286063,28/01/2000,51.16,4.84,2.41,39.3
CA,M,MICHAELMAS REEF,21556S,201387,14114S199293,-17.014912,145.066598,RMRAP,28,2007,19/04/2004,2012,10,29.9,29.2,25.479,2.63,2.48,28.245,3.083,0.975,22,71,0,20,0.18937183,1,-14.930251,145.313421,27/01/2019,37.58,18.77,0.55,6.39
CB,O,19138S,16068S,199805,16049S199293,-15.477978,145.337449,RM,3,2001,10/10/1999,1995,2,31.3,29.3,15.149,0.33,0,11.072,8.48,0.513,3,98,0,1,0,1,-18.931312,145.410036,24/04/2017,51.07,13.97,1.36,18.52
CA,M,LITTLE KELSO REEF,18096S,201116,17014S201112,-15.854432,146.002555,RAP,17,2004,1/05/1999,2015,3,28.1,29.2,25.017,2.45,2.44,5.264,2.533,0.646,2,83,0.016,6,1.613215972,3,-16.402609,145.710001,9/12/2005,65.21,14.67,6.56,6.1
PO,M,CHINAMAN REEF(22102),14114S,201573,20351A201718,-11.441819,143.358743,RAP,20,2009,24/03/2014,2014,9,29.7,29.4,5.499,2.49,2.49,5.9,2.45,1.884,0,30,0,11,0.721755346,3,-18.649662,147.049046,1/02/2005,57.92,10.49,1.31,19.11
CA,M,19138S,12056S,200729,18039S199596,-20.047746,149.606407,RM,6,1996,9/03/2003,1997,4,30.9,28.3,25.55,2.42,0,14.493,15.216,1.468,2,40,0.025,0,0,3,-17.024035,149.638682,19/04/2018,40.69,18.41,2.97,0.58
CB,O,ERSKINE REEF,21062S,200503,16049S199293,-14.374771,145.391934,RAP,16,2017,24/10/2002,2017,11,28.9,27.4,15.942,2.5,2.48,32.502,5.274,1.765,4,87,0,18,0.497072035,2,-21.16797,143.25005,18/08/2001,46.51,11.93,2.96,5.5
CA,O,MOORE REEF,16060S,201842,22084S201718,-21.570814,151.686952,RM,5,2013,25/01/1996,2001,4,21.5,26.3,25.622,26.68,2.45,29.223,3.632,2.121,2,88,0.042,0,0.017676084,1,-21.54488,149.252536,29/10/1992,38.93,15.94,13.06,32.45
CA,O,MARTIN REEF(14123),18065S,200187,16028S199697,-16.28161,146.120052,RM,9,2001,27/04/2014,2001,5,31.1,29.3,15.117,7.8,0,31.871,5.708,1.366,1,100,0,0,0.293010514,1,-14.514965,145.724179,25/01/1996,38.14,10.06,22.89,5.82
CB,I,TURNER REEF,14143S,200727,21556S202021,-21.922141,151.989047,RAP,22,2019,24/04/1999,2014,8,27.9,27.5,35.355,2.46,2.46,43.538,3.141,1.617,2,68,0,32,0.694198822,1,-22.521498,152.25283,3/09/2000,73.29,17.32,0.19,2.88
PC,I,LADY MUSGRAVE REEF,16057S,201779,14138S200001,-18.330414,147.280305,RM,18,2009,25/09/2006,2014,1,28.7,26.9,3.108,2.47,2.46,11.729,3.336,0.583,0,59,0.019,57,0.005323101,2,-14.316481,147.103438,4/01/2007,48.97,31.6,9.88,8.26
PO,M,LITTLE KELSO REEF,16057S,201537,23069S200910,-18.317712,152.091117,RAP,21,2017,19/03/2003,2011,9,25.6,29,15.907,2.51,0,10.109,11.377,0.268,20,33,0,16,0.570029191,1,-21.42482,146.884989,17/12/2016,37.01,11.07,2.43,5.6
CA,M,RIB REEF,21064S,199891,19131S202021,-16.019472,149.820746,RAP,6,1995,8/11/1996,2007,6,28.4,25.8,15.182,14.36,2.46,11.975,3.033,0.551,2,76,0,0,0.011650016,1,-18.429131,146.403145,12/05/2008,64.4,27.82,0,10.2
CL,O,ST CRISPIN REEF,19207S,201083,14137S201819,-21.309385,149.692973,RAP,25,2003,27/11/2008,2012,10,26.7,27,46.572,2.58,2.44,21.989,9.691,0.888,3,25,0.008,1,0.694072685,3,-23.396507,149.04554,3/09/2000,30.98,28.17,10.65,28.64
TO,M,CENTIPEDE REEF,21588S,202021,12061S201819,-18.485047,147.528628,RAP,22,2020,9/12/1993,2020,5,32.8,29.4,2.827,2.3,2.47,6.543,3.329,1.91,1,51,0,86,0.623019703,1,-18.680736,147.695185,5/12/2020,83.26,5.17,1.73,4.95
WH,O,EAST CAY REEF,17063A,201667,19131S202021,-21.292055,149.083665,RM,3,1998,28/11/2006,2008,11,25.2,26,25.989,2.67,0,11.096,2.432,0.678,3,44,0,0,0.627519052,1,-18.041023,149.792654,26/03/2000,50.04,51.8,16.39,14.72
PO,O,21302S,21562S,200912,23082S200304,-21.638896,151.530508,RAP,25,2015,31/10/2003,2017,9,26,27.3,57.431,2.57,2.43,38.99,2.712,1.636,1,24,0,20,0.551455239,1,-23.631661,152.03142,11/11/2006,43.25,5.07,12.47,3.55
WH,M,BORDER ISLAND REEF (NO 1),19159S,199897,20014S200001,-19.475568,151.560518,RM,8,1998,21/02/2004,1994,10,29.2,26,25.49,0.15,2.43,31.922,0.7,0.726,0,31,0,2,0.002604593,3,-20.153396,148.677403,29/03/2001,42.54,22.07,29.23,11.78
TO,M,MYRMIDON REEF,22088S,202021,11016S201920,-18.472681,146.376563,RAP,29,2007,5/05/2011,2018,5,29.8,28.9,3.465,2.56,2.43,2.5,2.128,1.035,1,22,0,9,0.67725718,1,-18.70111,147.400301,30/04/2005,54.02,0.1,0.23,7.61
TO,O,NO NAME REEF,22088S,201707,18032S201213,-18.234642,151.982528,RAP,20,2020,21/04/2012,2010,9,27.3,29.6,3.712,2.6,2.53,4.089,2.522,2.543,2,59,0.001,68,0.250689703,1,-21.531936,144.600888,16/10/2017,52.85,36.33,0.25,2.6
SW,M,RIB REEF,14116S,202021,11016S201920,-18.215753,147.298931,RMRAP,23,2015,18/05/2008,2019,11,29.7,29.4,3.358,2.53,2.47,2.5,3.016,0.105,1,80,0.004,13,0.24965877,1,-18.674216,147.170945,27/01/2019,83.85,2.71,15.74,2.14
TO,M,RIB REEF,22104S,202021,11016S201920,-18.359886,146.806692,RM,24,2016,26/08/2014,2017,4,35.1,28.3,3.845,7.09,0,2.5,2.908,0.669,1,56,0,36,0.151704852,1,-18.93894,146.832853,1/05/2005,87.31,0.1,0.43,12.1
TO,M,TURNER REEF,23079S,201257,21025S200708,-18.158788,147.307904,RAP,20,2018,16/04/1999,2015,11,30.1,26.9,3.565,2.49,2.46,5.543,2.429,2.478,2,75,0,31,0.398025536,3,-19.17714,152.560002,28/11/2008,68.35,7.56,5.97,6.72
CG,M,BROOMFIELD REEF,17034S,201475,18030S200910,-18.166667,143.25,RMRAP,27,2005,26/04/1996,2015,4,31.3,27.1,4.364,2.52,2.47,3.278,3.286,0.789,0,68,0,23,0.408435565,2,-16.605484,151.728099,5/12/2020,37.95,15.48,0.77,6
CA,M,19138S,20067A,200347,15099C199596,-21.73809,152.109088,RM,15,2007,2/12/2008,2000,8,28.8,26.8,25.198,2.58,2.47,25.416,36.251,1.568,32,58,0,1,0.000680288,3,-16.628506,152.344951,26/11/2009,54.24,1.09,19.9,10.79
TO,O,BOULT REEF,19207S,200138,21278S200910,-16.31397,149.008593,RM,26,2014,13/01/2010,2009,4,29.5,28.6,3.697,2.53,0,13.415,9.318,1.802,3,44,0,11,0.01129669,1,-18.588538,145.247611,25/02/2010,42.3,9.33,0.15,4.71
TO,I,MCSWEENEY REEF,18039S,201978,23082S201920,-16.225377,146.331122,RM,28,2018,21/09/2006,2020,5,28.9,30,4.501,2.47,2.47,3.685,2.73,0.696,3,100,0,1,0.361161591,1,-15.037303,143.25005,20/09/2001,58.21,32.56,0.4,12.88
SW,O,LITTLE KELSO REEF,21064S,201436,21556S200809,-21.238926,152.127526,RAP,26,2004,31/10/2003,2007,8,25.1,27.1,49.045,2.55,2.43,36.413,3.881,1.125,0,37,0.008,19,0.449631651,1,-23.545617,152.668567,11/11/2006,16.5,34.06,0,2.43
TO,M,21245S,18086S,201777,14138S199697,-18.093921,145.473895,RAP,18,2017,9/03/2003,2018,2,29.2,29.2,4.64,2.48,0,4.462,11.686,3.289,0,72,0,17,0.518508231,2,-18.526454,147.730928,30/05/2007,60.1,1.29,2.54,13.58
TO,M,KNIFE REEF,19138S,202021,18076S201314,-21.313171,147.594951,RAP,28,2019,29/04/2009,2020,11,21.5,27.1,3.077,2.57,0,2.5,2.217,1.249,2,44,0,66,0.167715312,2,-18.999075,147.266624,1/12/2019,83.98,0.1,1.85,4.27
IN,M,21139S,16015S,201317,17014S201112,-16.379377,145.692279,RM,16,2011,29/10/2020,2004,10,29.3,29.6,25.751,2.39,2.49,3.985,21.923,0.9,30,31,0.022,30,1.879813588,1,-14.791375,145.440408,6/01/2010,53.15,26.35,1.07,1.91
SW,O,20353S,21064S,200023,14016S201819,-20.189209,151.997851,RAP,8,2011,27/11/2008,2009,8,27.1,25.7,34.591,2.46,2.46,39.841,3.535,1.4,1,67,0,1,0.646328138,3,-23.379575,149.424572,10/11/2006,14.93,31.38,0.57,2.44
TO,O,AGINCOURT REEFS (NO 1),16015S,202021,17016S200910,-16.397275,145.239549,RMRAP,25,2021,8/11/1996,2021,7,30.2,29.5,35.557,2.45,0,24.276,2.674,0.375,0,125,0,33,1.14989485,1,-18.570771,143.323485,27/01/2019,49.11,2.45,1.35,2.87
WH,O,MAST HEAD REEF,19207S,199686,20014S199899,-19.848806,149.784947,RM,10,2006,25/09/2019,2000,3,26.9,26.1,15.249,0.09,2.48,20.324,0.396,2.254,2,23,0,0,0.014659425,2,-14.99363,149.51392,13/02/1995,41.42,28.52,0.56,6.08
WH,O,21529S,11016S,200011,16060S200809,-21.499433,149.34904,RM,27,2020,9/03/2003,2011,2,28.6,25.9,25.367,2.54,2.45,12.102,9.042,0.609,2,33,0,1,0.032606855,1,-18.810833,145.167472,19/04/2018,88.83,34.87,5.34,10.05
SW,M,AGINCOURT REEFS (NO 1),14138S,200309,14126S201011,-16.810516,145.34872,RM,28,2007,6/12/2015,2004,1,31.7,29.5,15.426,7.7,0.01,5.388,2.535,2.43,2,50,0.087,1,0.502732779,1,-14.332807,145.492858,2/12/2013,68.76,17.23,3.59,0.63
WH,O,HAYMAN ISLAND REEF,20104S,200501,19131S199394,-16.175185,149.848465,RM,6,2015,25/01/1996,1993,2,27.3,26,25.846,2.53,2.43,15.014,20.07,0.393,2,37,0,0,0.01426428,3,-19.862009,152.257415,14/09/2013,13.66,35.15,42.54,2.84
TO,O,HORSESHOE,15099C,201636,14138S201819,-21.169054,147.446697,RAP,26,2021,4/05/2016,2011,4,28.9,30.8,24.903,2.49,0,6.147,3.167,0,3,72,0,26,0.472503393,3,-18.844716,146.830435,27/01/2019,58.34,6.69,0,6.11
CA,O,MYRMIDON REEF,16068S,201407,11049S202021,-15.825134,144.254385,RAP,28,2019,25/01/1999,2008,2,28.2,29.3,15.455,2.53,2.51,14.685,2.544,0.995,0,66,0,23,0.217775791,1,-14.7944,145.067922,7/02/1994,50.71,37,0.77,4.62
IN,M,GREEN ISLAND REEF,22088S,202021,14123S200102,-16.238364,145.411853,RAP,23,2021,11/11/2006,2017,4,29.7,28.7,4.664,2.51,2.52,2.908,2.539,0.643,0,109,0.1,31,0.233793453,1,-16.43776,144.834152,22/03/2014,61.96,9.46,3.1,7.28
SW,O,13124S,19131S,200865,22102S199293,-21.339014,151.524502,RM,25,2012,5/08/2001,2014,11,27.1,29.4,37.369,2.6,2.48,7.895,6.578,0.624,3,66,0.072,0,0.894538673,1,-18.590312,144.999585,20/10/1997,68.11,7.06,0.22,4.53
WH,O,HEDLEY REEF,14143S,201994,16019S201314,-21.448809,144.613973,RAP,24,2011,5/12/1999,2011,1,28.3,26.4,15.198,7.54,2.48,27.286,2.752,2.273,1,26,0,11,0.452353384,1,-21.13536,145.709355,20/04/2014,45.76,42.6,0,2.87
TO,O,MACGILLIVRAY REEF,14126S,200432,16028S199697,-15.599518,147.027255,RMRAP,10,2002,13/05/2008,1994,4,31.5,27.9,24.647,2.54,2.46,11.987,4.37,0,1,78,0.024,1,0.283850955,1,-17.211673,147.251008,27/11/2019,73.09,13.35,0,10.6
TO,I,SLATE REEF,19207S,200345,20014S199899,-16.557904,145.412015,RM,2,1999,30/07/2002,1993,9,29.4,29.8,8.19,2.5,0,8.18,0,1.416,3,35,0,0,0,1,-20.182331,150.094952,15/01/2015,19.36,39.84,0.1,37.94
TO,M,MANTIS REEF,21278S,201872,11016S201920,-18.49198,145.572272,RMRAP,23,2002,28/11/2004,2020,3,31.7,29.5,7.989,7.62,2.48,4.572,3.037,2.333,2,28,0,12,0.738662147,1,-18.463919,147.026853,7/01/1996,44.79,14.01,2.62,8.74
CB,O,MICHAELMAS REEF,11016S,200789,23080S201516,-21.392139,152.01309,RAP,22,2019,18/12/2016,2006,8,26.4,25.7,24.871,2.58,2.42,44.796,6.426,0.3,0,32,0,32,4.184244439,1,-23.890883,152.025018,11/11/2006,17.45,31.91,0.41,3.65
TO,O,MANTIS REEF,16025S2,201931,22102S200910,-21.462707,145.487236,RAP,28,2017,18/01/2007,2020,9,32,29.2,25.863,2.54,2.48,3.449,3.272,0.92,1,68,2.64,63,0.415988023,1,-11.334393,145.296429,1/12/2010,63.36,1.75,1.02,4.98
SW,O,TAYLOR REEF,23055S,201234,21245S201920,-23.287088,146.072531,RAP,24,2014,25/01/1997,2006,5,32,28.9,2.901,2.46,0,22.857,3.748,1.778,3,51,0,131,0.013353384,1,-14.861942,145.303126,4/03/1996,70.27,6.39,0,3.25
SW,I,ERSKINE REEF,16015S,200350,16015S199900,-18.435296,145.632544,RM,4,2021,29/08/2012,2001,7,29.7,29.3,15.407,2.58,0,8.889,0.344,2.945,0,26,0,16,0.650028149,2,-16.898658,147.281596,4/01/2007,33.39,35.21,0.93,5.22
CA,O,21245S,21562S,201683,16025S2201415,-20.307382,151.79832,RMRAP,23,2010,10/09/2013,2012,9,29.3,28.5,45.752,2.49,2.47,23.003,26.71,0.673,3,25,0.642,53,0.306451387,2,-22.363767,152.212905,1/09/2020,38.53,5.5,28.73,1.87
SW,M,CHINAMAN REEF(22102),21064S,201672,18031S201112,-16.659924,146.141716,RAP,18,2011,29/04/2009,2004,5,31,26.5,3.726,2.5,0.02,2.5,2.774,2.468,0,56,0.004,4,0.524009903,1,-18.858166,152.665758,2/03/2012,53.75,32.59,4.77,8.74
TO,M,CHICKEN REEF,17016S,201621,11016S201920,-17.99017,143.25,RAP,23,2019,20/10/2003,2006,8,27.6,29.6,25.724,2.67,2.45,9.896,2.494,3.024,4,87,0,7,0.539843988,1,-14.985457,145.58451,26/11/2019,77.88,16.94,3.35,3.31
PO,O,POMPEY REEF (NO 2),22102S,201415,16057S201718,-16.397185,143.269154,RAP,17,2018,26/11/2013,2010,9,34.2,26.6,4.033,2.45,2.46,9.568,4.226,0.628,1,22,0.006,20,0.025217523,2,-21.098325,150.024804,27/01/2019,31.5,30.59,0.33,1
CA,M,GREEN ISLAND REEF,23082S,199682,16028S199697,-15.764719,145.798137,RM,15,1998,29/09/1995,1994,12,26.6,30.1,15.487,0.3,0,24.453,5.042,0.139,3,66,0.025,3,0.281777258,2,-16.985177,145.734763,4/01/2007,54.97,16.41,19.76,5.33
WH,O,SLATE REEF,14138S,200054,20014S199900,-19.600873,149.406765,RM,7,1998,26/02/2017,1995,3,29.6,25.9,25.094,0.28,2.43,35.173,0.039,2.163,0,20,0.001,0,0.014772851,2,-20.092778,148.965407,26/03/2000,17.97,12.6,23.51,39.32
CL,I,HELIX REEF,17034S,200203,11049S202021,-14.36509,145.348352,RM,6,2021,31/08/2016,1993,8,29.4,28.9,15.506,7.92,0,13.319,0.382,0.583,1,93,0,1,0.334720096,3,-15.417409,146.920741,8/03/2003,44.29,10.03,1.58,20.02
SW,O,SNAKE (22088),15099C,200992,23048S201920,-11.025,151.88811,RM,26,2003,25/01/1999,2014,10,29.3,27,25.152,2.42,0,34.588,2.576,1.055,1,62,0,185,0.574614268,3,-23.187945,152.028436,10/08/2001,32.96,18.53,0,10.45
WH,M,11049S,18031S,201484,14138S199697,-16.208829,145.97477,RMRAP,21,2011,9/03/2003,2013,8,28.8,28,4.667,2.48,2.51,4.849,3.118,0.543,2,89,0,33,0.886860176,2,-18.506027,146.821682,27/01/2019,48.09,6.27,9.61,7.21
